Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24
weapons/gunFN_M3P;12.7 mm FN M3P machine gun;12.7 mm FN M3P machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunfn_60_30;7.62 mm MAG 60.30 machine gun;7.62 mm FN 60.30 machine gun;trim;;;;;;;;;;;;;;;;;;;;
weapons/gunfn_60_30_mgp;7.62 mm MAG 60.30 machine gun (┖);7.62 mm FN 60.30 machine gun;trim;;;;;;;;;;;;;;;;;;;;
weapons/gunFN_M3P_cwp;12.7 mm FN M3P machine gun (┖);12.7 mm FN M3P machine gun;trim;;;;;;;;;;;;;;;;;;;;
weapons/gunFN_M3M;12.7 mm FN M3M machine gun;12.7 mm FN M3M machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowning50_M3_underwing;12.7 mm AN-M3 machine gun (┖);12.7 mm M2 Browning machine gun (secondary);nice;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowning50_early;12.7 mm AN-M2 machine gun (e);12.7 mm M2 Browning machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowning50_early_1935;12.7 mm AN-M2 machine gun (e);12.7 mm M2 Browning machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowning50_M2;12.7 mm AN-M2 machine gun;12.7 mm M2 Browning machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunLKk_42;12.7 mm LKk/42;12.7 mm LKk/42 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunLKk_42/short;LKk/42;LKk/42;same;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowning50_M2_late;12.7 mm AN-M2 machine gun (l);12.7 mm M2 Browning machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowning50_M2_underwing;12.7 mm AN-M2 machine gun (┖);12.7 mm M2 Browning machine gun (secondary);nice;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowning50;12.7 mm AN-M2 machine gun;12.7 mm M2 Browning machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowning50_raf;12.7 mm M2 Browning machine gun;12.7 mm M2 Browning machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowning50_raf_tutorial;12.7 mm M2 Browning machine gun;12.7 mm M2 Browning machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowning50_raf_tutorial/short;M2 Browning;M2 Browning;same;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowning50_raf_turret;12.7 mm M2 Browning machine gun;12.7 mm M2 Browning machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowning50_usaaf;12.7 mm AN-M2 machine gun;12.7 mm M2 Browning machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowning50_turret;12.7 mm AN-M2 machine gun;12.7 mm M2 Browning machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowning50_turret_late;12.7 mm AN-M2 machine gun (l);12.7 mm M2 Browning machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunDA762;7.62 mm DA machine gun;7.62 mm DA machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonHispanoMkI;20 mm Hispano Mk.I cannon;20 mm Hispano Mk.I cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonHispano404;20 mm HS 404 cannon;20 mm Hispano 404 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowningM36No3;7.7 mm LKk/36;7.7 mm FN-Browning M.36 No.3 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowningM36No3/short;LKk/36;FN-Browning M.36 No.3;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowningM36No3Holand;7.92 mm FN-Browning M.36 No.3 machine gun;7.92 mm FN-Browning M.36 No.3 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowningM36No3Holand/short;FN-Browning M.36;FN-Browning M.36 No.3;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowningM36No4Holand_turret;7.92 mm FN-Browning M.36 No.4 machine gun;7.92 mm FN-Browning M.36 No.4 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowningM36No4Holand_turret/short;FN-Browning M.36;FN-Browning M.36 No.4;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonOerliconFF;20 mm Oerlikon FF cannon;20 mm Oerlikon FF cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonOerliconFF/short;Oerlikon FF;Oerlikon FF;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonHispano404_turret;20 mm HS 404 cannon;20 mm Hispano 404 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonHispanoMkII;20 mm Hispano Mk.II cannon;20 mm Hispano Mk.II cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonHispanoMkII_tutorial;20 mm Hispano Mk.II cannon;20 mm Hispano Mk.II cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonHispanoMkII_tutorial/short;Hispano Mk.II;Hispano Mk.II;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonHispanoMkV;20 mm Hispano Mk.V cannon;20 mm Hispano Mk.V cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonHispanoMkV_turret;20 mm Hispano Mk.V cannon;20 mm Hispano Mk.V cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonSAA;102 mm L/35 Mod.14 cannon;102 mm 102/35 mod 14 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonVickers_S;40 mm Vickers S cannon;40 mm Vickers S cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonVickers_S_underwing;40 mm Vickers S cannon (┖);40 mm Vickers S cannon (secondary);nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonVickers_P;47 mm Vickers P cannon;47 mm Vickers P cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/gunVikkersMkI;7.7 mm Vickers Mk.I machine gun;7.7 mm Vickers Mk.I machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunLMG0815;7.92 mm LMG 08/15 machine gun;7.92 mm LMG 08/15 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonAN_M2;20 mm AN-M2 cannon;20 mm AN/M2 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonRollsRoyceBH;40 mm Rolls-Royce BH cannon;40 mm Rolls-Royce Type BH cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonT31;20 mm T31 cannon;20 mm T31 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonAN_M3;20 mm AN-M3 cannon;20 mm M3 cannon;trim;;;;;;;;;;;;;;;;;;;;
weapons/cannonT_160;20 mm T160 cannon;20 mm FMC T-160 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonM39;20 mm M39 cannon;20 mm M39 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonM24A1;20 mm M24A1 cannon;20 mm M24A1 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonGLAT_M621;20 mm M621 cannon;20 mm GIAT M.621 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonGLAT_M791;30 mm DEFA 791 cannon;30 mm NEXTER 30M791 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunHo103;12.7 mm Ho-103 machine gun;12.7 mm Ho-103 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunHo104_turret;12.7 mm Ho-104 machine gun;12.7 mm Ho-104 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunHo103_turret;12.7 mm Ho-104 machine gun;12.7 mm Ho-103 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonM4;37 mm M4 cannon;37 mm M4 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonM9;37 mm M9 cannon;37 mm M9 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/gunMG131;13 mm MG 131;13 mm MG 131 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunMG131_turret;13 mm MG 131;13 mm MG 131 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonMG15115;15 mm MG 151;15 mm MG 151 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonMG15115_underwing;15 mm MG 151 (┖);15 mm MG 151 cannon (secondary);nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonMG15120;20 mm MG 151/20 cannon;20 mm MG 151 cannon;trim;;;;;;;;;;;;;;;;;;;;
weapons/cannonMG15120_underwing;20 mm MG 151/20 cannon (┖);20 mm MG 151 cannon (secondary);nice;;;;;;;;;;;;;;;;;;;;
weapons/cannon_ff_k_45;20 mm FFK-HS-45;20 mm FFK-HS-45 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannon_ff_k_45/short;FFK-HS-45;FFK-HS-45;same;;;;;;;;;;;;;;;;;;;;
weapons/cannon_fm_k_45;20 mm FMK-HS-45;20 mm FMK-HS-45 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannon_fm_k_45/short;FMK-HS-45;FMK-HS-45;same;;;;;;;;;;;;;;;;;;;;
weapons/gun_fl_mg_27;7.5 mm Fl.MG 29;7.45 mm Fl.Mg.29 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gun_fl_mg_27/short;Fl.MG 29;Fl.Mg.29;nice;;;;;;;;;;;;;;;;;;;;
weapons/gun_mg_29_turret;7.5 mm Beob.-Doppel.-MG 29;7.5 mm Beob.-Doppel.-Mg. 29 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gun_mg_29_turret/short;BD.MG 29;Beob.-Doppel.-Mg.29;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunMG15;7.92 mm MG 15;7.92 mm MG 15 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunMG14_turret;7.92 mm MG 14;7.92 mm MG 14 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunMG14_turret/short;MG 14;7.92 mm MG 14 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunMG17_turret;7.92 mm MG 17;7.92 mm MG 17 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunMG15_turret;7.92 mm MG 15;7.92 mm MG 15 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunType98_turret;7.92 mm Type 98 machine gun;7.92 mm Type 98 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gun_type1_turret;7.92 mm Type 1 machine gun;7.92 mm Type 1 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunType98;7.92 mm Type 98 machine gun;7.92 mm Type 98 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunMG17;7.92 mm MG 17;7.92 mm MG 17 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunMG81;7.92 mm MG 81;7.92 mm MG 81 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunMG81_turret;7.92 mm MG 81;7.92 mm MG 81 machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunMG81_underwing;7.92 mm MG 81 (┖);7.92 mm MG 81 machine gun (secondary);nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonMGFF;20 mm MG FF cannon;20 mm MG FF cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonMGFF_turret;20 mm MG FF/M cannon;20 mm MG FF/M cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonMGFFM;20 mm MG FF/M cannon;20 mm MG FF/M cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonMK103;30 mm MK 103;30 mm MK 103 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonMK101;30 mm MK 101;30 mm MK 101 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonMK101/short;MK 101;MK 101;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonMK108;30 mm MK 108;30 mm MK 108 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonMK103_underwing;30 mm MK 103 (┖);30 mm MK 103 cannon (secondary);nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonMK103_underwing_go229;30 mm MK 103 (┖);30 mm MK 103 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonMK108_underwing;30 mm MK 108 (┖);30 mm MK 108 cannon (secondary);nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonNR23;23 mm NR-23 cannon;23 mm NR-23 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonNR23_turret;23 mm NR-23 cannon;23 mm NR-23 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonType_23_1_plane_turret;23 mm Type 23-1 cannon;23 mm Type 23-1 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonNS23;23 mm NS-23 cannon;23 mm NS-23 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonNS23k;23 mm NS-23K cannon;23 mm NS-23K cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonNS37;37 mm NS-37 cannon;37 mm NS-37 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonNS37_su_6;37 mm NS-37 cannon (l);37 mm NS-37 cannon;trim;;;;;;;;;;;;;;;;;;;;
weapons/cannonNS37_assault;37 mm NS-37 cannon (┖);37 mm NS-37 cannon;trim;;;;;;;;;;;;;;;;;;;;
weapons/cannonSH37;37 mm SH-37 cannon;37 mm SH-37 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonSH37/short;SH-37;SH-37;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonNS45;45 mm NS-45 cannon;45 mm NS-45 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonNS45_heavy_aircrafts;45 mm NS-45 cannon (l);45 mm NS-45 cannon;trim;;;;;;;;;;;;;;;;;;;;
weapons/cannonNS45_heavy_aircrafts/short;NS-45;NS-45;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonN37D;37 mm N-37D cannon;37 mm N-37D cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonType37_1;37 mm Type 37-1 cannon;37 mm Type 37-1 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonN37;37 mm N-37 cannon;37 mm N-37 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonB20;20 mm B-20 cannon;20 mm B-20 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonB20S;20 mm B-20S cannon;20 mm B-20S cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonB20M;20 mm B-20M cannon;20 mm B-20M cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonB20_turret;20 mm B-20E cannon;20 mm B-20E cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonBT20_turret;20 mm BT-20 cannon;20 mm BT-20 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/gunShKAS;7.62 mm ShKAS machine gun;7.62 mm ShKAS machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunShKAS_turret;7.62 mm ShKAS machine gun;7.62 mm ShKAS machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonShVAK;20 mm ShVAK cannon;20 mm ShVAK cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonShVAKS;20 mm ShVAK-SP cannon;20 mm ShVAK cannon;trim;;;;;;;;;;;;;;;;;;;;
weapons/cannonShVAK_turret;20 mm ShVAK-TP cannon;20 mm ShVAK cannon;trim;;;;;;;;;;;;;;;;;;;;
weapons/cannonShVAK_early;20 mm ShVAK-KP cannon;20 mm ShVAK cannon;trim;;;;;;;;;;;;;;;;;;;;
weapons/gunUB;12.7 mm UB machine gun;12.7 mm Berezin UB machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunUBK;12.7 mm UBK machine gun;12.7 mm Berezin UBK machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunUBK_turret;12.7 mm UBK machine gun;12.7 mm Berezin UBK machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunUB_turret;12.7 mm UBT machine gun;12.7 mm Berezin UBT machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunTe-1_turret;7.7 mm Te-1 machine gun;7.7 mm Te-1 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunVikkersK;7.7 mm Vickers GO machine gun;7.7 mm Vickers K machine gun;trim;;;;;;;;;;;;;;;;;;;;
weapons/gunVikkersK_turret;7.7 mm Vickers GO machine gun;7.7 mm Vickers K machine gun;trim;;;;;;;;;;;;;;;;;;;;
weapons/gunVikkersE;7.7 mm Vickers E machine gun;7.7 mm Vickers E machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonVYa;23 mm VYa-23 cannon;23 mm VYa-23 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/gunUBS;12.7 mm UBS machine gun;12.7 mm Berezin UBS machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunType89;7.7 mm Type 89 machine gun;7.7 mm Type 89 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunType89_turret;7.7 mm Type 89 machine gun;7.7 mm Type 89 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunTe4;7.7 mm Te-4 machine gun;7.7 mm Te-4 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunType89s_turret;7.7 mm Type 89 (Special) machine gun;7.7 mm Type 89 machine gun 'special';nice;;;;;;;;;;;;;;;;;;;;
weapons/gunType92;7.7 mm Type 92 machine gun;7.7 mm Type 92 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunType92_turret;7.7 mm Type 92 machine gun;7.7 mm Type 92 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonType99Mk2;20 mm Type 99 Model 2 cannon;20 mm Type 99 Model 2 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/gunMAC39;7.5 mm MAC1934/39A machine gun;7.5 mm MAC 1934 machine gun;trim;;;;;;;;;;;;;;;;;;;;
weapons/gunMAC39_turret;7.5 mm MAC1934/39T machine gun;7.5 mm MAC 1934 machine gun;trim;;;;;;;;;;;;;;;;;;;;
weapons/cannonM10;37 mm M10 cannon;37 mm M10 cannon;same;;;;;;;;;;;;;;;;;;;;
weapons/cannonmk103;30 mm MK 103;30 mm MK 103 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonmk108;30 mm MK 108;30 mm MK 108 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/cannonBK5;50 mm BK 5;50 mm BK 5 cannon;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunPV1;7.62 mm PV-1 machine gun;7.62 mm PV-1 machine gun;same;;;;;;;;;;;;;;;;;;;;
weapons/gunBrowningFN_french;7.5 mm FN Mle 38 machine gun;7.5 mm FN Browning machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunFNBrowning_romania;7.92 mm FN M1929 machine gun;7.92 mm FN Browning machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunFNBrowning303;7.92 mm FN M1929 machine gun;7.92 mm FN Browning machine gun;nice;;;;;;;;;;;;;;;;;;;;
weapons/gunLewis;7.7 mm Mk.III Lewis machine gun;7.7 mm Lewis machine gun;trim;;;;;;;;;;;;;;;;;;;;
weapons/gunLewis_turret;7.7 mm Mk.III Lewis machine gun;7.7 mm Lewis machine gun;trim;;;;;;;;;;;;;;;;;;;;
weapons/cannon_for_pony;Friend Mk.III cannon;Friend Mk.III cannon;same;n;;;;;;;;;;;;;;;;;;;
weapons/pony_rocket;Cracker-4 rocket;Cracker-4 rocket;same;n;;;;;;;;;;;;;;;;;;;
weapons/de_sc50;50 kg SC50JA bomb;50 kg SC50JA bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/de_sc50_default;50 kg SC50JA bomb;50 kg SC50JA bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/de_sc50_default/short;SC50;SC50;same;;;;;;;;;;;;;;;;;;;;
weapons/de_sc250;250 kg SC250JA bomb;250 kg SC250JA bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/de_sc250_default;250 kg SC250JA bomb;250 kg SC250JA bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/de_sc250_default/short;SC250;SC250;same;;;;;;;;;;;;;;;;;;;;
weapons/de_sc500;500 kg SC500K bomb;500 kg SC500K bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/de_sc_ag300;300 kg SC AG bomb;300 kg SC AG bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/de_sc_ag300/short;300 kg SC AG;300 kg SC AG;same;;;;;;;;;;;;;;;;;;;;
weapons/de_sc250_87;250 kg SC250JA bomb;250 kg SC250JA bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/de_fx1400;PC 1400X (Fritz X) guided bomb;PC 1400 X (Fritz X);trim;;;;;;;;;;;;;;;;;;;;
weapons/de_hs_293a1;1045 kg Hs 293 A-1 missile;HS 293 A-1 guided bomb;trim;;;;;;;;;;;;;;;;;;;;
weapons/de_hs_293a1/short;Hs 293 A;HS 293 A-1;nice;;;;;;;;;;;;;;;;;;;;
weapons/de_sc500_87;500 kg SC500K bomb;500 kg SC500K bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/de_sc1800b;1832 kg SC1800B bomb;1800 kg SC1800B bomb;nice;;;;;;;;;;;;;;;;;;;;
weapons/de_sc1000;1000 kg SC1000L2 bomb;1000 kg SC1000L2 bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/de_sc1000_default;1000 kg SC1000L2 bomb;1000 kg SC1000L2 bomb;same;;;;;;;;;;;;;;;;;;;;
weapons/de_sc1000_default/short;SC1000;SC1000;same;;;;;;;;;;;;;;;;;;;;
weapons/de_sd10a;10 kg SD10C bomb;10 kg SD10C bomb;same;;;;;;;;;;;;;;;;;;;;
