Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23
NET_PLAYER_KILLED_BY_UNIT;shot down by;shot down by;same;;;;;;;;;;;;;;;;;;;
NET_PLAYER_EXITED;left the vehicle;left the vehicle;same;;;;;;;;;;;;;;;;;;;
NET_UNIT_KILLED_BY_PLAYER;destroyed by;destroyed by;same;;;;;;;;;;;;;;;;;;;
NET_CRITICAL_HIT;critically damaged by;critically damaged by;same;;;;;;;;;;;;;;;;;;;
NET_CRITICAL_HIT_BURN;set afire by;set afire by;same;;;;;;;;;;;;;;;;;;;
NET_CANNOT_ENTER_SESSION;Cannot join game session;Cannot join game session;same;;;;;;;;;;;;;;;;;;;
NET_CANNOT_CREATE_SESSION;Cannot create game session;Cannot create game session;same;;;;;;;;;;;;;;;;;;;
HOST_MIGRATION_FAILED;Host migration failed. You will be returned to menu.;Host migration failed. You will be returned to menu.;same;;;;;;;;;;;;;;;;;;;
MISSION_SUCCESS;Mission Accomplished;Mission Accomplished;same;;;;;;;;;;;;;;;;;;;
MISSION_FAIL;Mission Failed;Mission Failed;same;;;;;;;;;;;;;;;;;;;
MISSION_IN_PROGRESS;Mission in progress;Mission is in progress;nice;;;;;;;;;;;;;;;;;;;
MISSION_FINISHED;Mission Complete;Mission Complete;same;;;;;;;;;;;;;;;;;;;
MISSION_ABORTED_BY_KICK;Mission aborted. Gaijoob cares for blueberries;Mission aborted. You were removed for killing your teammates;nice;;;;;;;;;;;;;;;;;;;
MISSION_ABORTED_BY_KICK/EAC;Mission abort requested by BattlEye;Mission abort requested by EasyAntiCheat;nice;;;;;;;;;;;;;;;;;;;
MISSION_ABORTED_BY_KICK/AC;Mission abort requested by the anti-cheat system;Mission abort requested by the anti-cheat system;same;;;;;;;;;;;;;;;;;;;
MISSION_NO_ACTIVITY;No reward for you AFK fuck;No reward given due to player inactivity;nice;;;;;;;;;;;;;;;;;;;
FINALIZING;Waiting for results...;Waiting for results...;same;;;;;;;;;;;;;;;;;;;
NEW_CLIENT/AIR_RAID;Attention!;Attention!;same;;;;;;;;;;;;;;;;;;;
NEW_CLIENT/EXIT_TITLE;Get ready for War Thunder: New Power.;Get ready for War Thunder: New Power.;same;;;;;;;;;;;;;;;;;;;
NEW_CLIENT/EXIT_MESSAGE;warthunder.com;warthunder.com;same;;;;;;;;;;;;;;;;;;;
NO_COCKPIT;The Snail did not pay for cock (pit);No cockpit available for this aircraft;nice;;;;;;;;;;;;;;;;;;;
HUD/TXT_COCKPIT_VIEW_ONLY;Available in Cockpit view only;Available in Cockpit view only;same;;;;;;;;;;;;;;;;;;;
GEARS_ON;Gear: Down;Gear: Down;same;;;;;;;;;;;;;;;;;;;
GEARS_OFF;Gear: Up;Gear: Up;same;;;;;;;;;;;;;;;;;;;
NO_GEAR_CONTROL;;No gear control;nice;;;;;;;;;;;;;;;;;;;
NO_RADIATOR_CONTROL;No radiator control;No radiator control;same;;;;;;;;;;;;;;;;;;;
NO_AUTO_RADIATOR_CONTROL;No auto radiator control;No auto radiator control;same;;;;;;;;;;;;;;;;;;;
NO_OIL_RADIATOR_CONTROL;No oil radiator control;No oil radiator control;same;;;;;;;;;;;;;;;;;;;
NO_AUTO_OIL_RADIATOR_CONTROL;No auto oil radiator control;No auto oil radiator control;same;;;;;;;;;;;;;;;;;;;
NO_MIXTURE_CONTROL;No mixture control;No mixture control;same;;;;;;;;;;;;;;;;;;;
NO_PROP_CONTROL;No propeller pitch control;No propeller pitch control;same;;;;;;;;;;;;;;;;;;;
NO_MAGNETO_CONTROL;No magneto control;No magneto control;same;;;;;;;;;;;;;;;;;;;
NO_FEATHER_CONTROL;No feathering control;No feathering control;same;;;;;;;;;;;;;;;;;;;
NO_AEROBATICS_SMOKE_GROUND;No fun smoke on the ground;No aerobatic smoke on ground allowed;nice;;;;;;;;;;;;;;;;;;;
death/landcrash;Crash;Crash;same;;;;;;;;;;;;;;;;;;;
death/drown;Drowned;Drowned;same;;;;;;;;;;;;;;;;;;;
death/aircrash;Aircraft Rammed;Aircraft Collision;nice;;;;;;;;;;;;;;;;;;;
death/tankExploded;Ground Vehicle explosion;Ground Vehicle explosion;same;;;;;;;;;;;;;;;;;;;
death/bombsExploded;Bomb explosion;Bomb explosion;same;;;;;;;;;;;;;;;;;;;
death/pilotDown;Pilot sniped;Pilot knocked out;nice;;;;;;;;;;;;;;;;;;;
death/rocketHit;Hit by rocket;Hit by rocket;same;;;;;;;;;;;;;;;;;;;
death/byAircraft;Shot down by enemy aircraft;Shot down by enemy aircraft;same;;;;;;;;;;;;;;;;;;;
death/byAAA;Overpowered AI AA;Shot down by anti-aircraft artillery;nice;;;;;;;;;;;;;;;;;;;
death/bailout;Bailed out;Bailed out;same;;;;;;;;;;;;;;;;;;;
death/none;Shot down;Shot down;same;;;;;;;;;;;;;;;;;;;
death/crashlanding;Crash landing;Crash landing;same;;;;;;;;;;;;;;;;;;;
death/byShip;Shot down by naval vessel;Shot down by naval vessel;same;;;;;;;;;;;;;;;;;;;
death/byFriendlyAircraft;Useless blueberry;Shot down by friendly aircraft;nice;;;;;;;;;;;;;;;;;;;
death/overspeed;Exceeded the speed limit;Exceeded the speed limit;same;;;;;;;;;;;;;;;;;;;
death/machOverspeed;Exceeded Mach number;Exceeded Mach number;same;;;;;;;;;;;;;;;;;;;
death/rendinstCrash;Crash;Crash;same;;;;;;;;;;;;;;;;;;;
death/wingOveload;Skill Issue;Wing overload crash;nice;;;;;;;;;;;;;;;;;;;
death/helicopterBurn;Burned;Burned;same;;;;;;;;;;;;;;;;;;;
death/ramAttack;Rammed;Destroyed by a ram attack;nice;;;;;;;;;;;;;;;;;;;
death/wrecked;Hull destroyed;Hull is fully destroyed;nice;;;;;;;;;;;;;;;;;;;
wait/sessionSearch;Searching game sessions.;Searching game sessions.;same;;;;;;;;;;;;;;;;;;;
wait/sessionJoin;Joining game session.;Joining game session.;same;;;;;;;;;;;;;;;;;;;
wait/sessionCreate;Creating game session.;Creating game session.;same;;;;;;;;;;;;;;;;;;;
wait/sessionModify;Updating session settings.;Updating session settings.;same;;;;;;;;;;;;;;;;;;;
wait/sessionLeave;Leaving game session.;Leaving game session.;same;;;;;;;;;;;;;;;;;;;
wait/queueLeave;Leaving the queue;Leaving the queue;same;;;;;;;;;;;;;;;;;;;
wait/sessionEnter;Entering game session.;Entering game session.;same;;;;;;;;;;;;;;;;;;;
wait/sessionUpload;Uploading user content;Uploading user content;same;;;;;;;;;;;;;;;;;;;
wait/waitingForHost;Waiting for host...;Waiting for host...;same;;;;;;;;;;;;;;;;;;;
wait/missionListLoading;Missions list loading;Missions list loading;same;;;;;;;;;;;;;;;;;;;
map/primary_objectives;PRIMARY GOALS;PRIMARY GOALS;same;;;;;;;;;;;;;;;;;;;
map/secondary_objectives;SECONDARY GOALS;SECONDARY GOALS;same;;;;;;;;;;;;;;;;;;;
map/pilot_list;LIST OF PILOTS;LIST OF PILOTS;same;;;;;;;;;;;;;;;;;;;
map/pilot_aircraft;PILOT'S VEHICLE;PILOT'S VEHICLE;same;;;;;;;;;;;;;;;;;;;
loading;Loading;Loading;same;;;;;;;;;;;;;;;;;;;
ROUND_ACCOMPLISHED;Round Won;Round Won;same;;;;;;;;;;;;;;;;;;;
ROUND_FAILED;Round Lost;Round Lost;same;;;;;;;;;;;;;;;;;;;
MATCH_WIN;GG;You won;nice;;;;;;;;;;;;;;;;;;;
MATCH_LOOSE;L;You Lost;nice;;;;;;;;;;;;;;;;;;;
HOST_DISCONNECTED_DUE_TO_LAG;Disconnected due to lag;Disconnection due to periodical holdup;nice;;;;;;;;;;;;;;;;;;;
HUD_ATTEMPTS_LEFT_0;NO ATTEMPTS LEFT;NO ATTEMPTS LEFT;same;;;;;;;;;;;;;;;;;;;
HUD_ATTEMPTS_LEFT_1;1 ATTEMPT LEFT;1 ATTEMPT LEFT;same;;;;;;;;;;;;;;;;;;;
HUD_ATTEMPTS_LEFT_2;2 ATTEMPTS LEFT;2 ATTEMPTS LEFT;same;;;;;;;;;;;;;;;;;;;
HUD_ATTEMPTS_LEFT_3;3 ATTEMPTS LEFT;3 ATTEMPTS LEFT;same;;;;;;;;;;;;;;;;;;;
HUD_ATTEMPTS_LEFT_4;4 ATTEMPTS LEFT;4 ATTEMPTS LEFT;same;;;;;;;;;;;;;;;;;;;
HUD_ATTEMPTS_LEFT_5;5 ATTEMPTS LEFT;5 ATTEMPTS LEFT;same;;;;;;;;;;;;;;;;;;;
HUD_WAIT_FOR_SEC;WAIT FOR;WAIT FOR;same;;;;;;;;;;;;;;;;;;;
HUD_YOUR_KILLER;Puspus credited for kill:;Player credited for kill:;nice;;;;;;;;;;;;;;;;;;;
HUD_YOUR_KILLER_AI;AI wasting my time:;You were shot down by:;nice;;;;;;;;;;;;;;;;;;;
HUD_FUEL_LEAK;LEAK;LEAK;same;;;;;;;;;;;;;;;;;;;
HUD/RKT;RKT;RKT;same;;;;;;;;;;;;;;;;;;;
HUD/MISSILES_SHORT;ATGM;ATGM;same;;;;;;;;;;;;;;;;;;;
HUD/AGM_SHORT;AGM;AGM;same;;;;;;;;;;;;;;;;;;;
HUD/AAM_SHORT;AAM;AAM;same;;;;;;;;;;;;;;;;;;;
HUD/SAM_SHORT;SAM;SAM;same;;;;;;;;;;;;;;;;;;;
HUD/FLARES_SHORT;FLR;FLR;same;;;;;;;;;;;;;;;;;;;
HUD/INDICATION_MODE_SEPARATION;/;/;same;;;;;;;;;;;;;;;;;;;
HUD/COUNTERMEASURE_MLWS;MAW;MAW;same;;;;;;;;;;;;;;;;;;;
HUD/COUNTERMEASURE_PERIODIC;PER;PER;same;;;;;;;;;;;;;;;;;;;
HUD/COUNTERMEASURE_PERIODIC_MLWS;PER/MAW;PER/MAW;same;;;;;;;;;;;;;;;;;;;
HUD/THROTTLE_SHORT;THR;THR;same;;;;;;;;;;;;;;;;;;;
HUD/BRAKE_SHORT;BRK;BRK;same;;;;;;;;;;;;;;;;;;;
HUD/HULL_AIMING;HULL AIM;HULL AIMING;nice;;;;;;;;;;;;;;;;;;;
HUD/WEP_SHORT;WEP;WEP;same;;;;;;;;;;;;;;;;;;;
HUD/INDICATED_AIR_SPEED_SHORT;IAS;IAS;same;;;;;;;;;;;;;;;;;;;
HUD/REAL_SPEED_SHORT;SPD;SPD;same;;;;;;;;;;;;;;;;;;;
HUD/ALTITUDE_SHORT;ALT;ALT;same;;;;;;;;;;;;;;;;;;;
HUD/RADAR_ALTITUDE_SHORT;RALT;RALT;same;;;;;;;;;;;;;;;;;;;
HUD/BOMBS_SHORT;BMB;BMB;same;;;;;;;;;;;;;;;;;;;
HUD/TORPEDOES_SHORT;TRP;TRP;same;;;;;;;;;;;;;;;;;;;
HUD/LAUNCHING;LAUNCH;LAUNCHING;nice;;;;;;;;;;;;;;;;;;;
HUD/MACHINE_GUNS_SHORT;MG;MG;same;;;;;;;;;;;;;;;;;;;
HUD/SCHRAEGE_MUSIK_SHORT;SM;SM;same;;;;;;;;;;;;;;;;;;;
HUD/BUOYANCY;BUOYANCY;BUOYANCY;same;;;;;;;;;;;;;;;;;;;
HUD/CANNONS_SHORT;CNN;CNN;same;;;;;;;;;;;;;;;;;;;
HUD/ADDITIONAL_GUNS_SHORT;AG;AG;same;;;;;;;;;;;;;;;;;;;
HUD/TANK_COAXIAL_GUN_SHORT;MG;MG;same;;;;;;;;;;;;;;;;;;;
HUD/TANK_MACHINEGUN_SHORT;AA;AA;same;;;;;;;;;;;;;;;;;;;
HUD/FUEL_SHORT;FUEL;FUEL;same;;;;;;;;;;;;;;;;;;;
HUD/OIL_TEMPERATURE_SHORT;OIL;OIL;same;;;;;;;;;;;;;;;;;;;
HUD/OIL_TEMPERATURE_SHORT1;OIL1;OIL1;same;;;;;;;;;;;;;;;;;;;
HUD/OIL_TEMPERATURE_SHORT2;OIL2;OIL2;same;;;;;;;;;;;;;;;;;;;
HUD/OIL_TEMPERATURE_SHORT3;OIL3;OIL3;same;;;;;;;;;;;;;;;;;;;
HUD/OIL_TEMPERATURE_SHORT4;OIL4;OIL4;same;;;;;;;;;;;;;;;;;;;
HUD/OIL_TEMPERATURE_SHORT5;OIL5;OIL5;same;;;;;;;;;;;;;;;;;;;
HUD/OIL_TEMPERATURE_SHORT6;OIL6;OIL6;same;;;;;;;;;;;;;;;;;;;
HUD/WATER_TEMPERATURE_SHORT;WATER;WATER;same;;;;;;;;;;;;;;;;;;;
HUD/WATER_TEMPERATURE_SHORT1;WATER1;WATER1;same;;;;;;;;;;;;;;;;;;;
HUD/WATER_TEMPERATURE_SHORT2;WATER2;WATER2;same;;;;;;;;;;;;;;;;;;;
HUD/WATER_TEMPERATURE_SHORT3;WATER3;WATER3;same;;;;;;;;;;;;;;;;;;;
HUD/WATER_TEMPERATURE_SHORT4;WATER4;WATER4;same;;;;;;;;;;;;;;;;;;;
HUD/WATER_TEMPERATURE_SHORT5;WATER5;WATER5;same;;;;;;;;;;;;;;;;;;;
HUD/WATER_TEMPERATURE_SHORT6;WATER6;WATER6;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_TEMPERATURE_SHORT;ENGN;ENGN;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_TEMPERATURE_SHORT1;ENGN1;ENGN1;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_TEMPERATURE_SHORT2;ENGN2;ENGN2;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_TEMPERATURE_SHORT3;ENGN3;ENGN3;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_TEMPERATURE_SHORT4;ENGN4;ENGN4;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_TEMPERATURE_SHORT5;ENGN5;ENGN5;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_TEMPERATURE_SHORT6;ENGN6;ENGN6;same;;;;;;;;;;;;;;;;;;;
HUD/HDG_SHORT;HDG;HDG;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_MAIN_SHORT;MAIN.ENG.;MAIN.ENG.;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_PORTBOARD_SIDE_SHORT;PORT.ENG.;PORT.ENG.;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_STARBOARD_SIDE_SHORT;STAR.ENG.;STAR.ENG.;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_REV_AHEAD_SHORT;AHEAD;AHEAD;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_REV_BACK_SHORT;BACK;BACK;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_REV_STOP_SHORT;STOP;STOP;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_REV_ONE_THIRD_SHORT;1/3;1/3;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_REV_TWO_THIRDS_SHORT;2/3;2/3;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_REV_STANDARD_SHORT;STD;STD;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_REV_FULL_SHORT;FULL;FULL;same;;;;;;;;;;;;;;;;;;;
HUD/ENGINE_REV_FLANK_SHORT;FLNK;FLK;trim;;;;;;;;;;;;;;;;;;;
HUD/CRUISE_CONTROL_SHORT;CC;CC;same;;;;;;;;;;;;;;;;;;;
HUD/CRUISE_CONTROL_MAX_SHORT;MAX;MAX;same;;;;;;;;;;;;;;;;;;;
HUD/CRUISE_VELOCITY_SHORT;BATTLE;BATTLE;same;;;;;;;;;;;;;;;;;;;
HUD/GEAR_SHORT;GEAR;GEAR;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_STABILIZER;STAB;STAB;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_LWS;LWS;LWS;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_STABILIZER_FREE_MODE;Free elevation type;Free elevation type;same;;;;;;;;;;;;;;;;;;;
HUD/GEAR_N_SHORT;N;N;same;;;;;;;;;;;;;;;;;;;
HUD/GEAR_R_SHORT;R;R;same;;;;;;;;;;;;;;;;;;;
HUD/RPM_SHORT;RPM;RPM;same;;;;;;;;;;;;;;;;;;;
HUD/PROP_RPM_SHORT;RPM;RPM;same;;;;;;;;;;;;;;;;;;;
HUD/PROP_PITCH_SHORT;COLL;COLL;same;;;;;;;;;;;;;;;;;;;
HUD_AUTOFIRE;AUTOFIRE;AUTOFIRE;same;;;;;;;;;;;;;;;;;;;
HUD/BELT_SHORT;belts;belts;same;;;;;;;;;;;;;;;;;;;
HUD/SHOTFREQ_SHORT;RoF:;RoF:;same;;;;;;;;;;;;;;;;;;;
HUD/HIGHFREQ_SHORT;HIGH;HIGH;same;;;;;;;;;;;;;;;;;;;
HUD/LOWFREQ_SHORT;LOW;LOW;same;;;;;;;;;;;;;;;;;;;
HUD/CLIMB_SHORT;HOVER;HOVER;same;;;;;;;;;;;;;;;;;;;
HUD/RATE_OF_FIRE_SHORT;FireRate;FireRate;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_DIED_FROM_AMMO_EXPLOSION;Load less ammo, idiot;To reduce the probability of ammunition explosion try to load less shells in the vehicle;nice;;;;;;;;;;;;;;;;;;;
wait/sessionNone;No games found.;No games found.;same;;;;;;;;;;;;;;;;;;;
ui/space; ; ;same;;;;;;;;;;;;;;;;;;;
ui/colon;: ;: ;same;;;;;;;;;;;;;;;;;;;
ui/comma;, ;, ;same;;;;;;;;;;;;;;;;;;;
ui/dot;.;.;same;;;;;;;;;;;;;;;;;;;
ui/dot_with_space;. ;. ;same;;;;;;;;;;;;;;;;;;;
ui/ellipsis;…;…;same;;;;;;;;;;;;;;;;;;;
ui/semicolon;"; ";"; ";same;;;;;;;;;;;;;;;;;;;
ui/slash; / ; / ;same;;;;;;;;;;;;;;;;;;;
ui/vertical_bar; | ; | ;same;;;;;;;;;;;;;;;;;;;
ui/number_sign;#;#;same;;;;;;;;;;;;;;;;;;;
ui/multiply;×;×;same;;;;;;;;;;;;;;;;;;;
ui/hyphen;-;-;same;;;;;;;;;;;;;;;;;;;
ui/minus;–;–;same;;;;;;;;;;;;;;;;;;;
ui/ndash;–;–;same;;;;;;;;;;;;;;;;;;;
ui/mdash;–;–;same;;;;;;;;;;;;;;;;;;;
ui/bullet;• ;• ;same;;;;;;;;;;;;;;;;;;;
ui/not_applicable;---;---;same;;;;;;;;;;;;;;;;;;;
ui/newline;"
";"
";same;;;;;;;;;;;;;;;;;;;
ui/empty;Empty;Empty;same;;;;;;;;;;;;;;;;;;;
ui/parentheses;({text});({text});same;;;;;;;;;;;;;;;;;;;
ui/parentheses/space; ({text}); ({text});same;;;;;;;;;;;;;;;;;;;
ui/quotes;"""{text}""";"""{text}""";same;;;;;;;;;;;;;;;;;;;
ui/tier;[{text}];[{text}];same;;;;;;;;;;;;;;;;;;;
ui/selected;selected;selected;same;;;;;;;;;;;;;;;;;;;
ui/selected_auto;auto-selected;auto-selected;same;;;;;;;;;;;;;;;;;;;
ui/received;received;received;same;;;;;;;;;;;;;;;;;;;
ui/unavailable;unavailable;unavailable;same;;;;;;;;;;;;;;;;;;;
ui/select_all;Select All;Select All;same;;;;;;;;;;;;;;;;;;;
ui/nothing_selected;Nothing selected;Nothing selected;same;;;;;;;;;;;;;;;;;;;
ui/awards;Get awards;Get awards;same;;;;;;;;;;;;;;;;;;;
msg/sessionLeave;Leaving game session. Sure you want to j-out?;Leaving game session. Are you sure you want to quit?;nice;;;;;;;;;;;;;;;;;;;
dmg_parts/spar_l;spar_l;spar_l;same;;;;;;;;;;;;;;;;;;;
dmg_parts/spar_r;spar_r;spar_r;same;;;;;;;;;;;;;;;;;;;
dmg_parts/engine1;engine1;engine1;same;;;;;;;;;;;;;;;;;;;
dmg_parts/engine2;engine2;engine2;same;;;;;;;;;;;;;;;;;;;
dmg_parts/engine3;engine3;engine3;same;;;;;;;;;;;;;;;;;;;
dmg_parts/engine4;engine4;engine4;same;;;;;;;;;;;;;;;;;;;
dmg_parts/tail;tail;tail;same;;;;;;;;;;;;;;;;;;;
dmg_parts/wing_l;wingl;wingl;same;;;;;;;;;;;;;;;;;;;
dmg_parts/wing_r;wingr;wingr;same;;;;;;;;;;;;;;;;;;;
dmg_parts/fuse;fuse;fuse;same;;;;;;;;;;;;;;;;;;;
dmg_parts/gear;gear;gear;same;;;;;;;;;;;;;;;;;;;
dmg_parts/pilot;pilot;pilot;same;;;;;;;;;;;;;;;;;;;
dmg_parts/gunner1;gunner1;gunner1;same;;;;;;;;;;;;;;;;;;;
dmg_parts/gunner2;gunner2;gunner2;same;;;;;;;;;;;;;;;;;;;
dmg_parts/gunner3;gunner3;gunner3;same;;;;;;;;;;;;;;;;;;;
dmg_parts/gunner4;gunner4;gunner4;same;;;;;;;;;;;;;;;;;;;
dmg_parts/gunner5;gunner5;gunner5;same;;;;;;;;;;;;;;;;;;;
dmg_parts/gunner6;gunner6;gunner6;same;;;;;;;;;;;;;;;;;;;
dmg_parts/gunner7;gunner7;gunner7;same;;;;;;;;;;;;;;;;;;;
dmg_parts/gunner8;gunner8;gunner8;same;;;;;;;;;;;;;;;;;;;
dmg_parts/oil1;oil1;oil1;same;;;;;;;;;;;;;;;;;;;
dmg_parts/tank1;tank1;tank1;same;;;;;;;;;;;;;;;;;;;
dmg_parts/gun1;gun1;gun1;same;;;;;;;;;;;;;;;;;;;
dmg_parts/cannon1;cannon1;cannon1;same;;;;;;;;;;;;;;;;;;;
dmg_parts/gear_r;gear_r;gear_r;same;;;;;;;;;;;;;;;;;;;
dmg_parts/gear_l;gear_l;gear_l;same;;;;;;;;;;;;;;;;;;;
dmg_parts/light;light;light;same;;;;;;;;;;;;;;;;;;;
dmg_parts/serious;serious;serious;same;;;;;;;;;;;;;;;;;;;
dmg_parts/critical;critical;critical;same;;;;;;;;;;;;;;;;;;;
CAPTURE_ZONE_0;A;A;same;;;;;;;;;;;;;;;;;;;
CAPTURE_ZONE_1;B;B;same;;;;;;;;;;;;;;;;;;;
CAPTURE_ZONE_2;C;C;same;;;;;;;;;;;;;;;;;;;
CAPTURE_ZONE_3;D;D;same;;;;;;;;;;;;;;;;;;;
CAPTURE_ZONE_4;E;E;same;;;;;;;;;;;;;;;;;;;
CAPTURE_ZONE_5;F;F;same;;;;;;;;;;;;;;;;;;;
CAPTURE_ZONE_6;G;G;same;;;;;;;;;;;;;;;;;;;
CAPTURE_ZONE_7;H;H;same;;;;;;;;;;;;;;;;;;;
CAPTURE_ZONE_8;I;I;same;;;;;;;;;;;;;;;;;;;
CAPTURE_ZONE_9;J;J;same;;;;;;;;;;;;;;;;;;;
CAPTURE_ZONE_10;K;K;same;;;;;;;;;;;;;;;;;;;
NET_TEAM1_CAPTURING_LA;Our team is capturing zone %s.;Our team is capturing zone %s.;same;;;;;;;;;;;;;;;;;;;
NET_TEAM2_CAPTURING_LA;Hostile team is capturing zone %s.;Hostile team is capturing zone %s.;same;;;;;;;;;;;;;;;;;;;
NET_TEAM_A_CAPTURING_LA;Team A is capturing zone %s.;Team A is capturing zone %s.;same;;;;;;;;;;;;;;;;;;;
NET_TEAM_B_CAPTURING_LA;Team B is capturing zone %s.;Team B is capturing zone %s.;same;;;;;;;;;;;;;;;;;;;
NET_YOU_CAPTURING_LA;You are capturing the zone;You are capturing the zone;same;;;;;;;;;;;;;;;;;;;
NET_TEAM1_CAPTURED_LA;Our team has captured zone %s.;Our team has captured zone %s.;same;;;;;;;;;;;;;;;;;;;
NET_TEAM2_CAPTURED_LA;Hostile team has captured zone %s.;Hostile team has captured zone %s.;same;;;;;;;;;;;;;;;;;;;
NET_TEAM_A_CAPTURED_LA;Team A has captured zone %s.;Team A has captured zone %s.;same;;;;;;;;;;;;;;;;;;;
