Column1;Column2;Column3;Column4;Column5;Column6;Column7
missions/_DBttl/desc;"

In [Defense] mode, only one of the teams starts with a strategic point. If the enemy team captures this point, it wins instantly.

Defenders' objectives:
- Prevent the capture of the allied point <color=@teamBlueColor>╶</color>

Attackers' objectives:
- Capture the enemy point <color=@teamRedColor>╶</color>";"

In [Defense] mode, only one of the teams starts with a strategic point. If the enemy team captures this point, it wins instantly.

Defenders' objectives:
- Prevent the capture of the allied point <color=@teamBlueColor>╶</color>

Attackers' objectives:
- Capture the enemy point <color=@teamRedColor>╶</color>";nice;;;
missions/_DBttl/desc/defensive;"Enemy armored forces are preparing to storm our fortifications.

Mission objective:
- Stop the enemy break through and capture the key position <color=@teamBlueColor>╸</color>";"Enemy armored forces are preparing to storm our fortifications.

Mission objective:
- Stop the enemy break through and capture the key position <color=@teamBlueColor>╸</color>";nice;;;
missions/_DBttl/desc/offensive;"We have begun an assault on enemy fortifications.

Mission objective:
- Capture the enemy's key position in the zone <color=@teamRedColor>╸</color> within the allotted time";"We have begun an assault on enemy fortifications.

Mission objective:
- Capture the enemy's key position in the zone <color=@teamRedColor>╸</color> within the allotted time";nice;;;
missions/_ADBttlA;[AA Defence #1];[AA Defence #1];nice;;;
missions/_aadefa/defensive;[AA Defence #1];[AA Defence #1];nice;;;
missions/_aadefa/offensive;[Air Raid #1];[Air Raid #1];nice;;;
missions/_ADBttlB;[AA Defence #2];[AA Defence #2];nice;;;
missions/_aadefb/defensive;[AA Defence #2];[AA Defence #2];nice;;;
missions/_aadefb/offensive;[Air Raid #2];[Air Raid #2];nice;;;
missions/_ADBttl/desc;"

In [AA Defence] mode, one of the teams protects an allied defensive line from the enemy's aerial attacks.

Defenders' objectives:
- Protect the allied defensive positions and vehicles

Attackers' objectives:
- Destroy enemy defensive positions and vehicles";"

In [AA Defence] mode, one of the teams protects an allied defensive line from the enemy's aerial attacks.

Defenders' objectives:
- Protect the allied defensive positions and vehicles

Attackers' objectives:
- Destroy enemy defensive positions and vehicles";nice;;;
missions/_aadef/desc/defensive;"Our fortified area is being attacked from the air.

Mission objective:
- Defend the allied vehicles from enemy aircraft";"Our fortified area is being attacked from the air.

Mission objective:
- Defend the allied vehicles from enemy aircraft";nice;;;
missions/_aadef/desc/offensive;"We have attacked the enemy fortified area from the air.

Mission objective:
- Destroy enemy vehicles within the allotted time";"We have attacked the enemy fortified area from the air.

Mission objective:
- Destroy enemy vehicles within the allotted time";nice;;;
missions/_Bto;[Break];[Break];same;;;
missions/_Bto/desc;"

In [Break] mode, each of the teams starts with one strategic point captured. Recapture of the other team's point opens access to the next strategic points. Capture of the last point on enemy territory hands a victory to the team.

Ground forces objectives:
- Capture successively all the enemy zones <color=@teamRedColor>╶</color>
- Prevent the capture of the allied zones <color=@teamBlueColor>╶</color>";"

In [Break] mode, each of the teams starts with one strategic point captured. Recapture of the other team's point opens access to the next strategic points. Capture of the last point on enemy territory hands a victory to the team.

Ground forces objectives:
- Capture successively all the enemy zones <color=@teamRedColor>╶</color>
- Prevent the capture of the allied zones <color=@teamBlueColor>╶</color>";nice;;;
missions/random;Random;Random;same;;;
missions/_v1_race_straight;[#1];[#1];same;;;
missions/_v1_race_inverted;[Reversed #1];[Reversed #1];nice;;;
missions/_v2_race_straight;[#2];[#2];same;;;
missions/_v2_race_inverted;[Reversed #2];[Reversed #2];nice;;;
missions/_v1_race_straight/desc;Track 1, default;Track 1, default;nice;;;
missions/_v1_race_inverted/desc;Track 1, reversed;Track 1, reversed;nice;;;
missions/_v2_race_straight/desc;Track 2, default;Track 2, default;nice;;;
missions/_v2_race_inverted/desc;Track 2, reversed;Track 2, reversed;nice;;;
missions/BR;[Battle Royale];[Battle Royale];nice;;;
missions/BR/desc;"Battle Royale is a variation of the ""free for all"" game mode. There are no respawns available in ""Battle Royale"", and the battle area shrinks over time.
There can be only one!";"Battle Royale is a variation of the ""free for all"" game mode. There are no respawns available in ""Battle Royale"", and the battle area shrinks over time.
There can be only one!";nice;;;
missions/_Conq1;[Conquest #1];[Conquest #1];nice;;;
missions/_Conq2;[Conquest #2];[Conquest #2];nice;;;
missions/_Conq3;[Conquest #3];[Conquest #3];nice;;;
missions/_Conq4;[Conquest #4];[Conquest #4];nice;;;
missions/_Conq5;[Conquest #5];[Conquest #5];nice;;;
missions/_Conq6;[Conquest #6];[Conquest #6];nice;;;
missions/jets_AD;[Tournament — Air Domination];[Tournament — Air Domination];nice;;;
missions/jets_AD/desc;Battle task for each team is to destroy more aircraft than the enemy team, gain air superiority and cap the air points over the battlefield.;Battle task for each team is to destroy more aircraft than the enemy team, gain air superiority and cap the air points over the battlefield.;nice;;;
missions/_AD;[Air Domination];[Air Domination];nice;;;
missions/_AD/desc;"In Air Domination, the main goal is to capture and hold the air zone. When one of the teams captures the zone, the opposing team begins to lose its points. The team will lose when it runs out of points.

Mission objectives:
- Capture and maintain the superiority over the air zone ╼ ";"In Air Domination, the main goal is to capture and hold the air zone. When one of the teams captures the zone, the opposing team begins to lose its points. The team will lose when it runs out of points.

Mission objectives:
- Capture and maintain the superiority over the air zone ╼ ";nice;;;
missions/_AfD;[Domination];[Domination];same;;;
missions/_AfD/main/desc;In Airfields Domination, the main goal is to capture and hold the ground zone. When one of the teams captures the zone, the opposing team begins to lose its points. The team will lose when it runs out of points.;In Airfields Domination, the main goal is to capture and hold the ground zone. When one of the teams captures the zone, the opposing team begins to lose its points. The team will lose when it runs out of points.;nice;;;
missions/_AfDto/main/desc;In Airfield Domination (Take off), the main goal is to capture and hold the ground zone. When one of the teams captures the zone, the opposing team begins to lose its points. The team will lose when it runs out of points.;In Airfield Domination (Take off), the main goal is to capture and hold the ground zone. When one of the teams captures the zone, the opposing team begins to lose its points. The team will lose when it runs out of points.;nice;;;
missions/_AfD/with_ground;Ground units can also capture the zone.;Ground units can also capture the zone.;nice;;;
missions/_AfD/1zone;"

Mission objectives:
- Capture and hold the airfield ╸";"

Mission objectives:
- Capture and hold the airfield ╸";nice;;;
missions/_aconq/desc;"

Mission objectives:
- Capture and hold the airfield
- Capture and maintain the superiority over the air zone";"

Mission objectives:
- Capture and hold the airfield
- Capture and maintain the superiority over the air zone";nice;;;
missions/_AfD/2zones;"

Mission objectives:
- Capture and keep the advantage by airfields captured ╸,╹";"

Mission objectives:
- Capture and keep the advantage by airfields captured ╸,╹";nice;;;
missions/_AfD/3zones;"

Mission objectives:
- Capture and keep the advantage by airfields captured ╸,╹,╺";"

Mission objectives:
- Capture and keep the advantage by airfields captured ╸,╹,╺";nice;;;
missions/_GS/light_tank;[Ground Strike ⋢];[Ground Strike ⋢];nice;;;
missions/_GS/medium_tank;[Ground Strike ⋤];[Ground Strike ⋤];nice;;;
missions/_GS/medium_tank_ship;[Ground Strike ⋤/⋩];[Ground Strike ⋤/⋩];nice;;;
missions/_GS/heavy_tank;[Ground Strike ⋣];[Ground Strike ⋣];nice;;;
missions/_GS/heavy_tank_ship;[Ground Strike ⋣/⋩];[Ground Strike ⋣/⋩];nice;;;
missions/_GS/ship;[Ground Strike ⋩];[Ground Strike ⋩];nice;;;
missions/_GS/desc;In [Ground Strike] mode, teams should destroy indicated targets and fulfil other tasks in order to win. Every destroyed unit affects the result!;In [Ground Strike] mode, teams should destroy indicated targets and fulfil other tasks in order to win. Every destroyed unit affects the result!;nice;;;
missions/_I2M;[Enduring Confrontation];[Enduring Confrontation];nice;;;
missions/_I2M/desc;Achieve air superiority by destroying enemy aircraft, bases and ground forces.;Achieve air superiority by destroying enemy aircraft, bases and ground forces.;nice;;;
missions/_H2M;[⋡ Enduring Confrontation];[⋡ Enduring Confrontation];nice;;;
missions/_H2M/desc;Achieve air superiority by destroying enemy helicopters, bases and ground forces.;Achieve air superiority by destroying enemy helicopters, bases and ground forces.;nice;;;
missions/_H2M_PVE;[⋡ PvE];[⋡ PvE];nice;;;
missions/_H2M_PVE/desc;Achieve air superiority by destroying enemy bases and ground forces.;Achieve air superiority by destroying enemy bases and ground forces.;nice;;;
missions/_N2M;[┚ Enduring Confrontation];[┚ Enduring Confrontation];nice;;;
missions/_N2M/desc;Capture ports, destroy enemy convoys, ships and aircraft.;Capture ports, destroy enemy convoys, ships and aircraft.;nice;;;
missions/_Capt;[Skirmish];[Skirmish];same;;;
missions/_Capt/desc;Capture the zones in different parts of the map before your opponent does. Each captured zone <color=@teamBlueColor>╶</color> brings your team more victory points than the previous zone.;Capture the zones in different parts of the map before your opponent does. Each captured zone <color=@teamBlueColor>╶</color> brings your team more victory points than the previous zone.;nice;;;
missions/_BD;[Cover];[Cover];same;;;
missions/_BD/desc;"On the way to their target, a bomber group was intercepted by enemy aviation.

Defenders' objectives:
- Cover allied bombers from air attacks.

Attackers' objectives:
- Destroy enemy bombers.";"On the way to their target, a bomber group was intercepted by enemy aviation.

Defenders' objectives:
- Cover allied bombers from air attacks.

Attackers' objectives:
- Destroy enemy bombers.";nice;;;
missions/_BD/desc/defensive;"Enemy aircraft are intercepting our bomber squadron.

Mission objective:
- Cover the departure of the bombers";"Enemy aircraft are intercepting our bomber squadron.

Mission objective:
- Cover the departure of the bombers";nice;;;
missions/_BD/desc/offensive;"We have intercepted an enemy bomber squadron.

Mission objective:
 - Shoot down all enemy bombers before they depart";"We have intercepted an enemy bomber squadron.

Mission objective:
 - Shoot down all enemy bombers before they depart";nice;;;
missions/_BDA;[Cover #1];[Cover #1];nice;;;
missions/_BDA/defensive;[Cover #1];[Cover #1];nice;;;
missions/_BDA/offensive;[Interception #1];[Interception #1];nice;;;
missions/_BDA/desc;"On the way to their target, a bomber group was intercepted by enemy aviation.

Defenders' objectives:
- Cover allied bombers from air attacks.

Attackers' objectives:
- Destroy enemy bombers.";"On the way to their target, a bomber group was intercepted by enemy aviation.

Defenders' objectives:
- Cover allied bombers from air attacks.

Attackers' objectives:
- Destroy enemy bombers.";nice;;;
missions/_BDB;[Cover #2];[Cover #2];nice;;;
missions/_BDB/defensive;[Cover #2];[Cover #2];nice;;;
missions/_BDB/offensive;[Interception #2];[Interception #2];nice;;;
missions/_BDB/desc;"On the way to their target, a bomber group was intercepted by enemy aviation.

Defenders' objectives:
- Cover allied bombers from air attacks.

Attackers' objectives:
- Destroy enemy bombers.";"On the way to their target, a bomber group was intercepted by enemy aviation.

Defenders' objectives:
- Cover allied bombers from air attacks.

Attackers' objectives:
- Destroy enemy bombers.";nice;;;
missions/_MDB;[Head-on Course];[Head-on Course];nice;;;
missions/_MDB/desc;"Two opposing bomber groups with fighter cover meet each other mid-air.

Mission objectives:
- Cover allied bombers from air attacks.
- Shoot down enemy bombers.";"Two opposing bomber groups with fighter cover meet each other mid-air.

Mission objectives:
- Cover allied bombers from air attacks.
- Shoot down enemy bombers.";nice;;;
missions/_air_PvE;[Air Ass salt];[Air Assault];trim;;;
missions/_tank_PvE;[Tank Ass salt];[Tank Assault];trim;;;
missions/stalingrad_BfD_norespawn;[Operation] Stalingrad;[Operation] Stalingrad;nice;;;
missions/stalingrad_BfD_norespawn/desc;The German army is approaching Stalingrad, confident that the martial spirit of the Red Forces soldiers will fall after losing this city named after their great leader. But reinforced Soviet troops have built up defenses around Stalingrad and its suburbs and are now ready to protect their now-unassailable fortress.;The German army is approaching Stalingrad, confident that the martial spirit of the Red Forces soldiers will fall after losing this city named after their great leader. But reinforced Soviet troops have built up defenses around Stalingrad and its suburbs and are now ready to protect their now-unassailable fortress.;nice;;;
ad_mission_objective;Capture and maintain superiority over the air zone ╼ ;Capture and maintain superiority over the air zone ╼ ;nice;;;
afd_mission_objective;Capture and hold the airfield ╸;Capture and hold the airfield ╸;nice;;;
afd_mission_objective02;Capture and keep the advantage by airfields captured ╸,╹;Capture and keep the advantage by airfields captured ╸,╹;nice;;;
afd_mission_objective03;Capture and keep the advantage by airfields captured ╸,╹,╺;Capture and keep the advantage by airfields captured ╸,╹,╺;nice;;;
bfd_mission_objective;Destroy the enemy bases and ground vehicles.;Destroy the enemy bases and ground vehicles.;nice;;;
bfdn_mission_objective;Destroy enemy ground vehicles.;Destroy enemy ground vehicles.;nice;;;
missions/midway_BfD_norespawn;[Operation] Midway;[Operation] Midway;nice;;;
midway_BfD_t1_zone;Prevent the island from being captured by the Japanese forces;Prevent the island from being captured by the Japanese forces;nice;;;
midway_BfD_t2_zone;Help the landing force to capture the island;Help the landing force to capture the island;nice;;;
midway_BfD_t1_airfield;Do not let the airfield be captured;Do not let the airfield be captured;nice;;;
midway_BfD_t2_airfield;Help the ground forces to capture the airfield;Help the ground forces to capture the airfield;nice;;;
midway_BfD_t1_units;Destroy the Japanese ships;Destroy the Japanese ships;nice;;;
midway_BfD_t2_units;Destroy the American ships;Destroy the American ships;nice;;;
missions/peleliu_BfD_norespawn;[Operation] Peleliu;[Operation] Peleliu;nice;;;
missions/arcade_fake_mission;Ground Strike;Ground Strike;nice;;;
missions/arcade_fake_mission/desc;Destroy enemy ground vehicles.;Destroy enemy ground vehicles.;nice;;;
missions/bulge_BfD_norespawn;[Operation] Bulge;[Operation] Bulge;nice;;;
bulge_BfD_norespawn_t1_bridge;Do not let the bridge be destroyed;Do not let the bridge be destroyed;nice;;;
bulge_BfD_norespawn_t2_bridge;Destroy the bridge;Destroy the bridge;nice;;;
bulge_BfD_norespawn_t1_main;Help to capture Bastogne;Help to capture Bastogne;nice;;;
bulge_BfD_norespawn_t2_main;Do not let Bastogne be captured;Do not let Bastogne be captured;nice;;;
bulge_BfD_norespawn_t1_bombers;Protect allied bombers;Protect allied bombers;nice;;;
bulge_BfD_norespawn_t2_bombers;Destroy US bombers;Destroy US bombers;nice;;;
missions/krymsk_BfD_norespawn;[Operation] Kuban;[Operation] Kuban;nice;;;
t1_krymsk_BfD_norespawn_cargo_ships;Provide sea evacuation from the suburbs of Novorossiysk;Provide sea evacuation from the suburbs of Novorossiysk;nice;;;
t2_krymsk_BfD_norespawn_cargo_ships;Prevent evacuation from the suburbs of Novorossiysk;Prevent evacuation from the suburbs of Novorossiysk;nice;;;
t1_krymsk_BfD_norespawn_capture_novorossiysk;Help to protect Novorossiysk;Help to protect Novorossiysk;nice;;;
t2_krymsk_BfD_norespawn_capture_novorossiysk;Help to capture Novorossiysk;Help to capture Novorossiysk;nice;;;
t1_krymsk_BfD_norespawn_capture_krymskaya;Help to protect Krymskaya;Help to protect Krymskaya;nice;;;
t2_krymsk_BfD_norespawn_capture_krymskaya;Help to capture Krymskaya;Help to capture Krymskaya;nice;;;
t1_krymsk_BfD_norespawn_hint_ships_destroyed;The evacuation ships have been destroyed.;The evacuation ships have been destroyed.;nice;;;
t1_krymsk_BfD_norespawn_hint_trucks_destroyed;The trucks conveying the documents have been destroyed;The trucks conveying the documents have been destroyed;nice;;;
missions/korsun_BfD_norespawn;[Operation] Korsun;[Operation] Korsun;nice;;;
korsun_BfD_t1_bridges;Destroy the bridges over the Ros river;Destroy the bridges over the Ros river;nice;;;
korsun_BfD_t2_bridges;Protect the bridges over the Ros river;Protect the bridges over the Ros river;nice;;;
korsun_BfD_t1_artillery;Cover the long-range artillery;Cover the long-range artillery;nice;;;
korsun_BfD_t2_artillery;Destroy the long-range artillery;Destroy the long-range artillery;nice;;;
korsun_BfD_t1_town;Help to capture Cherepin;Help to capture Cherepin;nice;;;
korsun_BfD_t2_town;Help to hold Cherepin;Help to hold Cherepin;nice;;;
missions/britain_BfD_norespawn;[Operation] Britain;[Operation] Britain;nice;;;
t1_britain_BfD_norespawn_fleet;Destroy the fleet in the Port of Dover;Destroy the fleet in the Port of Dover;nice;;;
t2_britain_BfD_norespawn_fleet;Protect the fleet in the Port of Dover;Protect the fleet in the Port of Dover;nice;;;
t1_britain_BfD_norespawn_airfield;Do not let the airfield be captured;Do not let the airfield be captured;nice;;;
t2_britain_BfD_norespawn_airfield;Help the landing force to capture the airfield;Help the landing force to capture the airfield;nice;;;
t1_britain_BfD_norespawn_town;Help to protect Deal;Help to protect Deal;nice;;;
t2_britain_BfD_norespawn_town;Help the landing force to capture Deal;Help the landing force to capture Deal;nice;;;
missions/port_moresby_BfD_norespawn;[Operation] New Guinea;[Operation] New Guinea;nice;;;
t1_port_moresby_BfD_main;Help to repulse the Japanese attack;Help to repulse the Japanese attack;nice;;;
t2_port_moresby_BfD_main;Help to defeat the British forces;Help to defeat the British forces;nice;;;
t1_port_moresby_BfD_cargo;Cover the cargo ships;Cover the cargo ships;nice;;;
t2_port_moresby_BfD_cargo;Destroy the enemy cargo ships;Destroy the enemy cargo ships;nice;;;
missions/khalkhin_gol_BfD_norespawn;[Operation] Khalkhin Gol;[Operation] Khalkhin Gol;nice;;;
t1_khalkhin_gol_BfD_norespawn_protect;Protect the captured village;Protect the captured village;nice;;;
